ppg,trb,ast,fgp,per,ws,position,shooting_hand,draft,high_school,hof,url,hs_city,hs_state,hs_name,trad_position
6.4,2.7,0.7,46.1,9.9,5.0,Small Forward,Right,"Toronto Raptors, 1st round (23rd pick, 23rd overall), 2017 NBA Draft","Jefferson City  in  Jefferson City,        Missouri",0,/players/a/anunoog01.html,Jefferson City,Missouri,Jefferson City ,Forward
1.2,0.2,0.2,25.0,-4.8,-0.1,Point Guard,Right,,"Pershing  in  Detroit,        Michigan",0,/players/a/applike01.html,Detroit,Michigan,Pershing ,Guard
2.8,2.8,0.3,40.5,6.3,-0.4,Center,Right,"Toronto Raptors, 1st round (8th pick, 8th overall), 2004 NBA Draft","Padre Anacleto  in  Sao Paulo,      Brazil  ",0,/players/a/araujra01.html,Sao Paulo,Brazil,Padre Anacleto ,Center
7.1,4.6,0.6,39.3,10.4,-0.1,Small Forward,Right,,"Taft  in  New York,        New York",0,/players/a/arcenst01.html,New York,New York,Taft ,Forward
1.2,1.6,0.4,28.3,4.9,0.0,Center,Right,"Memphis Grizzlies, 2nd round (3rd pick, 32nd overall), 2002 NBA Draft","Lafayette  in  Ballwin,        Missouri",0,/players/a/archiro01.html,Ballwin,Missouri,Lafayette ,Center
18.8,2.3,7.4,46.7,18.0,83.4,Point Guard,Left,"Cincinnati Royals, 2nd round (2nd pick, 19th overall), 1970 NBA Draft","DeWitt Clinton  in  Bronx,        New York",1,/players/a/architi01.html,Bronx,New York,DeWitt Clinton ,Guard
5.6,2.3,2.9,44.4,11.0,4.0,Point Guard,Right,,"Neshaminy  in  Langhorne,        Pennsylvania",0,/players/a/arcidry01.html,Langhorne,Pennsylvania,Neshaminy ,Guard
4.4,4.3,0.6,40.2,10.6,4.0,Center,Right,"Seattle SuperSonics, 1st round (6th pick, 6th overall), 1970 NBA Draft","Thornton Township  in  Harvey,        Illinois",0,/players/a/ardji01.html,Harvey,Illinois,Thornton Township ,Center
20.7,3.9,5.3,42.1,19.6,51.3,Point Guard,Right,"Golden State Warriors, 2nd round (2nd pick, 31st overall), 2001 NBA Draft","Grant  in  Van Nuys,        California",0,/players/a/arenagi01.html,Van Nuys,California,Grant ,Guard
10.7,4.8,2.2,42.2,13.3,60.0,Shooting Guard,Right,"New York Knicks, 2nd round (14th pick, 43rd overall), 2004 NBA Draft","Westchester  in  Los Angeles,        California",0,/players/a/arizatr01.html,Los Angeles,California,Westchester ,Guard
22.8,8.6,2.3,42.1,19.7,108.8,Small Forward,Right,"Philadelphia Warriors, 1950 NBA Draft (territorial selection)","La Salle College  in  Philadelphia,        Pennsylvania",1,/players/a/arizipa01.html,Philadelphia,Pennsylvania,La Salle College ,Forward
3.8,1.4,0.9,32.6,7.9,-0.1,Small Forward,Right,"Sacramento Kings, 4th round (5th pick, 74th overall), 1987 NBA Draft","Jefferson  in  Rochester,        New York",0,/players/a/arlaujo01.html,Rochester,New York,Jefferson ,Forward
9.8,1.8,3.3,47.7,14.5,45.0,Point Guard,Right,"Chicago Bulls, 1st round (18th pick, 18th overall), 1989 NBA Draft","Brother Rice  in  Birmingham,        Michigan",0,/players/a/armstbj01.html,Birmingham,Michigan,Brother Rice ,Guard
1.5,2.1,0.2,29.7,7.8,-0.1,Center,Right,"Rochester Royals, 1955 NBA Draft",,0,/players/a/armstbo01.html,,,,Center
2.2,0.6,0.2,35.2,4.9,-0.6,Shooting Guard,Left,"Houston Rockets, 1st round (23rd pick, 23rd overall), 2001 NBA Draft","Vallejo  in  Vallejo,        California",0,/players/a/armstbr01.html,Vallejo,California,Vallejo ,Guard
6.8,2.3,2.3,29.5,-,7.1,Point Guard,Right,,"Central  in  Fort Wayne,        Indiana",0,/players/a/armstcu01.html,Fort Wayne,Indiana,Central ,Guard
9.2,2.7,4.0,40.9,16.3,49.8,Point Guard,Right,,"Ashbrook  in  Gastonia,        North Carolina",0,/players/a/armstda01.html,Gastonia,North Carolina,Ashbrook ,Guard
3.0,2.6,0.3,50.1,9.9,3.9,Center,Right,"New Orleans/Oklahoma City Hornets, 1st round (12th pick, 12th overall), 2006 NBA Draft","Peekskill  in  Peekskill,        New York",0,/players/a/armsthi01.html,Peekskill,New York,Peekskill ,Center
3.8,1.0,1.1,45.4,9.9,0.3,Shooting Guard,Right,"Chicago Bulls, 1st round (13th pick, 13th overall), 1977 NBA Draft","Spring Woods  in  Houston,        Texas",0,/players/a/armstta01.html,Houston,Texas,Spring Woods ,Guard
4.7,5.5,0.6,31.7,12.6,0.0,Power Forward,Right,"Fort Wayne Pistons, 2nd round (7th pick, 13th overall), 1955 NBA Draft","New Rochelle  in  New Rochelle,        New York",0,/players/a/arnelje01.html,New Rochelle,New York,New Rochelle ,Forward
3.7,1.0,1.2,36.5,7.7,0.1,Point Guard,Right,"Cincinnati Royals, 2nd round (1st pick, 9th overall), 1960 NBA Draft","McCallum  in  Austin,        Texas",0,/players/a/arnetja01.html,Austin,Texas,McCallum ,Guard
4.0,2.0,0.3,46.5,13.6,1.4,Small Forward,Right,"Detroit Pistons, 8th round (4th pick, 103rd overall), 1969 NBA Draft","Saint Xavier  in  Cincinnati,        Ohio",0,/players/a/arnzebo01.html,Cincinnati,Ohio,Saint Xavier ,Forward
6.6,1.7,3.1,43.8,13.4,20.1,Shooting Guard,Right,,"Colegio Santiago Apostol  in  Fajardo,      Puerto Rico  ",0,/players/a/arroyca01.html,Fajardo,Puerto Rico,Colegio Santiago Apostol ,Guard
6.5,3.5,0.8,44.4,12.2,12.3,Power Forward,Right,"New Orleans Hornets, 1st round (27th pick, 27th overall), 2008 NBA Draft","South Oak Cliff  in  Dallas,        Texas",0,/players/a/arthuda01.html,Dallas,Texas,South Oak Cliff ,Forward
3.2,1.3,1.5,34.3,11.3,0.0,Point Guard,Right,"Milwaukee Bucks, 6th round (2nd pick, 73rd overall), 1969 NBA Draft","De La Salle  in  New Orleans,        Louisiana",0,/players/a/arthujo01.html,New Orleans,Louisiana,De La Salle ,Guard
5.1,2.5,1.2,39.2,6.9,0.0,Shooting Guard,Right,,"Notre Dame Prep  in  Fitchburg,        Massachusetts",0,/players/a/artisja01.html,Fitchburg,Massachusetts,Notre Dame Prep ,Guard
5.3,7.1,0.6,52.8,13.4,20.9,Center,Right,"Portland Trail Blazers, 2nd round (6th pick, 36th overall), 2008 NBA Draft",,0,/players/a/asikom01.html,,,,Center
7.1,2.5,2.2,47.9,12.6,22.1,Shooting Guard,Right,"Philadelphia 76ers, 2nd round (16th pick, 39th overall), 1987 NBA Draft","Frayser  in  Memphis,        Tennessee",0,/players/a/askewvi01.html,Memphis,Tennessee,Frayser ,Guard
3.8,2.9,0.8,40.1,9.2,14.5,Small Forward,Right,,"Athens  in  Athens,        Alabama",0,/players/a/askinke01.html,Athens,Alabama,Athens ,Forward
0.7,0.1,0.7,13.3,-7.5,-0.3,Point Guard,Right,,"Homestead  in  Homestead,        Pennsylvania",0,/players/a/asmondo01.html,Homestead,Pennsylvania,Homestead ,Guard
3.2,1.5,1.2,39.3,10.5,0.6,Shooting Guard,Right,"New York Knicks, 1953 NBA Draft","Otterbein  in  Otterbein,        Indiana",0,/players/a/athadi01.html,Otterbein,Indiana,Otterbein ,Guard
9.9,1.7,3.4,41.2,13.1,27.9,Shooting Guard,Right,,"Evans  in  Orlando,        Florida",0,/players/a/atkinch01.html,Orlando,Florida,Evans ,Guard
8.9,3.5,3.5,45.1,11.3,36.5,Point Guard,Right,"Philadelphia Warriors, 5th round (7th pick, 39th overall), 1960 NBA Draft","Weequahic  in  Newark,        New Jersey",0,/players/a/attleal01.html,Newark,New Jersey,Weequahic ,Guard
2.2,-,0.7,25.3,-,1.2,Point Guard,Right,,"Horace Mann  in  Gary,        Indiana",0,/players/a/aubucch01.html,Gary,Indiana,Horace Mann ,Guard
8.0,3.2,1.6,46.9,13.7,43.8,Shooting Guard,Left,"Atlanta Hawks, 1st round (9th pick, 9th overall), 1991 NBA Draft","John Muir  in  Pasadena,        California",0,/players/a/augmost01.html,Pasadena,California,John Muir ,Guard
9.8,1.9,4.0,41.3,14.2,41.9,Point Guard,Right,"Charlotte Bobcats, 1st round (9th pick, 9th overall), 2008 NBA Draft","Hightower  in  Missouri City,        Texas",0,/players/a/augusdj01.html,Missouri City,Texas,Hightower ,Guard
1.6,1.2,0.1,51.4,11.1,0.3,Power Forward,Left,"Orlando Magic, 2nd round (11th pick, 41st overall), 2006 NBA Draft","Lincoln-Way Central  in  Mokena,        Illinois",0,/players/a/augusja01.html,Mokena,Illinois,Lincoln-Way Central ,Forward
7.6,4.7,1.2,44.6,13.0,9.2,Center,Right,"Utah Jazz, 2nd round (21st pick, 48th overall), 1991 NBA Draft","Las Plumas  in  Oroville,        California",0,/players/a/austiis01.html,Oroville,California,Las Plumas ,Center
7.6,1.6,1.4,37.5,9.3,0.9,Shooting Guard,Right,"Boston Celtics, 4th round (8th pick, 38th overall), 1966 NBA Draft","DeMatha Catholic  in  Hyattsville,        Maryland",0,/players/a/austijo01.html,Hyattsville,Maryland,DeMatha Catholic ,Guard
1.7,0.4,0.1,46.2,5.6,0.0,Small Forward,Right,"Detroit Pistons, 5th round (8th pick, 101st overall), 1983 NBA Draft","Verbum Dei  in  Los Angeles,        California",0,/players/a/austike01.html,Los Angeles,California,Verbum Dei ,Forward
5.6,4.5,0.8,40.3,8.8,0.3,Power Forward,Right,"Atlanta Hawks, 1st round (15th pick, 15th overall), 1991 NBA Draft","Malcolm X Shabazz  in  Newark,        New Jersey",0,/players/a/aventan01.html,Newark,New Jersey,Malcolm X Shabazz ,Forward
12.1,1.9,2.9,40.5,12.5,3.9,Shooting Guard,Left,,"Hopkinsville  in  Hopkinsville,        Kentucky",0,/players/a/averibi01.html,Hopkinsville,Kentucky,Hopkinsville ,Guard
2.7,0.7,1.4,33.0,7.3,-0.9,Point Guard,Right,"Minnesota Timberwolves, 1st round (14th pick, 14th overall), 1999 NBA Draft","Oak Hill Academy  in  Mouth of Wilson,        Virginia",0,/players/a/averywi01.html,Mouth of Wilson,Virginia,Oak Hill Academy ,Guard
4.8,4.6,2.0,45.9,10.5,22.4,Center,Right,"Philadelphia 76ers, 3rd round (12th pick, 46th overall), 1970 NBA Draft","Blackford  in  San Jose,        California",0,/players/a/awtrede01.html,San Jose,California,Blackford ,Center
4.7,4.4,1.3,53.6,14.7,5.1,Power Forward,Right,,,0,/players/a/ayongu01.html,,,,Forward
2.9,2.7,0.4,55.3,12.4,6.3,Power Forward,Right,"Sacramento Kings, 2nd round (1st pick, 31st overall), 2009 NBA Draft","Etiwanda  in  Rancho Cucamonga,        California",0,/players/p/pendeje02.html,Rancho Cucamonga,California,Etiwanda ,Forward
16.3,10.3,1.8,58.5,20.5,5.8,Center,Right,"Phoenix Suns, 1st round (1st pick, 1st overall), 2018 NBA Draft","Hillcrest Prep Academy  in  Phoenix,        Arizona",0,/players/a/aytonde01.html,Phoenix,Arizona,Hillcrest Prep Academy ,Center
10.5,4.0,1.1,45.9,14.3,9.3,Small Forward,Right,,"Victory Christian  in  Tulsa,        Oklahoma",0,/players/a/azubuke01.html,Tulsa,Oklahoma,Victory Christian ,Forward
1.6,1.2,0.2,26.7,3.7,0.0,Shooting Guard,Right,,"The Oakridge School  in  Arlington,        Texas",0,/players/b/babbch01.html,Arlington,Texas,The Oakridge School ,Guard
4.8,2.2,0.6,40.8,10.1,7.2,Power Forward,Left,"Minnesota Timberwolves, 1st round (16th pick, 16th overall), 2010 NBA Draft","Galena  in  Reno,        Nevada",0,/players/b/babbilu01.html,Reno,Nevada,Galena ,Forward
1.8,1.0,0.5,37.5,10.9,-0.1,Center,Right,"Phoenix Suns, 2nd round (23rd pick, 50th overall), 1990 NBA Draft","Kraljevo  in  Kraljevo,      Serbia  ",0,/players/b/babicmi01.html,Kraljevo,Serbia,Kraljevo ,Center
3.5,-,0.7,28.6,-,0.8,Small Forward,Right,"Boston Celtics, 1948 BAA Draft","St. John's Preparatory School  in  Brooklyn,        New York",0,/players/b/bachjo01.html,Brooklyn,New York,St. John's Preparatory School ,Forward
5.1,2.2,0.9,43.2,8.8,1.1,Shooting Guard,Right,"New Orleans Pelicans, 2nd round (10th pick, 40th overall), 2017 NBA Draft","Oak Hill Academy  in  Mouth of Wilson,        Virginia",0,/players/b/bacondw01.html,Mouth of Wilson,Virginia,Oak Hill Academy ,Guard
3.5,1.7,0.8,36.6,4.3,-0.1,Shooting Guard,Right,"Golden State Warriors, 6th round (13th pick, 93rd overall), 1972 NBA Draft","Male  in  Louisville,        Kentucky",0,/players/b/baconhe01.html,Louisville,Kentucky,Male ,Guard
9.7,3.1,2.1,38.8,13.1,14.8,Small Forward,Right,"Baltimore Bullets, 1st round (2nd pick, 2nd overall), 1952 NBA Draft","Moon  in  Coraopolis,        Pennsylvania",0,/players/b/baechji01.html,Coraopolis,Pennsylvania,Moon ,Forward
2.6,2.5,0.4,36.1,7.0,-0.9,Center,Right,"Chicago Bulls, 1st round (24th pick, 24th overall), 2000 NBA Draft",,0,/players/b/bagarda01.html,,,,Center
8.7,2.6,6.0,43.7,13.0,16.6,Point Guard,Right,"Cleveland Cavaliers, 1st round (12th pick, 12th overall), 1982 NBA Draft","Warren Harding  in  Bridgeport,        Connecticut",0,/players/b/baglejo01.html,Bridgeport,Connecticut,Warren Harding ,Guard
14.9,7.6,1.0,50.4,18.9,3.6,Power Forward,Left,"Sacramento Kings, 1st round (2nd pick, 2nd overall), 2018 NBA Draft","Sierra Canyon  in  Chatsworth,        California",0,/players/b/baglema01.html,Chatsworth,California,Sierra Canyon ,Forward
2.0,0.0,0.0,100.0,-6.8,0.0,Center,Right,"Seattle SuperSonics, 3rd round (20th pick, 66th overall), 1980 NBA Draft","Jackson-Olin  in  Birmingham,        Alabama",0,/players/b/baileca01.html,Birmingham,Alabama,Jackson-Olin ,Center
2.6,1.7,1.1,40.6,11.3,0.8,Shooting Guard,Right,"Houston Rockets, 2nd round (5th pick, 23rd overall), 1974 NBA Draft","Burgess  in  El Paso,        Texas",0,/players/b/bailegu01.html,El Paso,Texas,Burgess ,Guard
8.8,5.0,0.8,48.4,13.0,16.3,Power Forward,Right,"Seattle SuperSonics, 1st round (6th pick, 6th overall), 1979 NBA Draft","Xaverian  in  Westwood,        Massachusetts",0,/players/b/baileja01.html,Westwood,Massachusetts,Xaverian ,Forward
12.8,5.1,1.4,47.3,14.3,45.0,Power Forward,Right,"Utah Jazz, 1st round (7th pick, 7th overall), 1983 NBA Draft","Bladensburg  in  Bladensburg,        Maryland",0,/players/b/baileth01.html,Bladensburg,Maryland,Bladensburg ,Forward
3.3,1.7,0.6,40.7,11.0,1.0,Shooting Guard,Right,"Los Angeles Lakers, 2nd round (16th pick, 45th overall), 1998 NBA Draft","Loyola  in  Los Angeles,        California",0,/players/b/baileto01.html,Los Angeles,California,Loyola ,Guard
1.2,1.0,0.2,29.6,5.0,-0.1,Power Forward,Right,"Chicago Bulls, 2nd round (19th pick, 49th overall), 2014 NBA Draft","Australian Institute of Sport  in  Canberra,      Australia  ",0,/players/b/bairsca01.html,Canberra,Australia,Australian Institute of Sport ,Forward
1.2,2.8,0.8,20.0,-3.2,-0.2,Power Forward,Right,"Philadelphia 76ers, 3rd round (3rd pick, 39th overall), 1975 NBA Draft","Olney  in  Philadelphia,        Pennsylvania",0,/players/b/bakerji01.html,Philadelphia,Pennsylvania,Olney ,Forward
0.0,0.0,0.0,0.0,-46.6,-0.1,Point Guard,Right,,"Paul Laurence Dunbar  in  Dayton,        Ohio",0,/players/b/bakerla01.html,Dayton,Ohio,Paul Laurence Dunbar ,Guard
0.0,0.4,0.2,0.0,-0.2,0.0,Point Guard,Right,,"Madison  in  Madison,        Illinois",0,/players/b/bakerma01.html,Madison,Illinois,Madison ,Guard
0.0,-,0.0,0.0,-,0.0,Point Guard,Right,,,0,/players/b/bakerno01.html,,,,Guard
3.1,1.4,1.8,35.8,7.4,0.2,Shooting Guard,Right,,"Scott City  in  Scott City,        Kansas",0,/players/b/bakerro01.html,Scott City,Kansas,Scott City ,Guard
15.0,7.4,1.9,48.5,16.3,47.0,Center,Right,"Milwaukee Bucks, 1st round (8th pick, 8th overall), 1993 NBA Draft","Old Saybrook  in  Old Saybrook,        Connecticut",0,/players/b/bakervi01.html,Old Saybrook,Connecticut,Old Saybrook ,Center
3.1,1.2,1.4,35.5,7.1,-0.3,Point Guard,Right,"Memphis Grizzlies, 1st round (17th pick, 17th overall), 2016 NBA Draft","St. Joseph  in  Metuchen,        New Jersey",0,/players/b/baldwwa01.html,Metuchen,New Jersey,St. Joseph ,Guard
4.0,3.5,0.6,51.0,14.3,7.2,Power Forward,Right,"New York Knicks, 1st round (20th pick, 20th overall), 2006 NBA Draft","Laurinburg Institute  in  Laurinburg,        North Carolina",0,/players/b/balkmre01.html,Laurinburg,North Carolina,Laurinburg Institute ,Forward
1.1,1.6,0.0,37.5,10.8,0.0,Power Forward,Right,,"South  in  Worcester,        Massachusetts",0,/players/b/ballce01.html,Worcester,Massachusetts,South ,Forward
10.0,6.2,6.4,38.0,12.2,3.5,Point Guard,Right,"Los Angeles Lakers, 1st round (2nd pick, 2nd overall), 2017 NBA Draft","Chino Hills  in  Chino Hills,        California",0,/players/b/balllo01.html,Chino Hills,California,Chino Hills ,Guard
12.4,6.1,2.2,47.2,15.7,54.0,Small Forward,Right,"Washington Bullets, 1st round (4th pick, 4th overall), 1977 NBA Draft","Garey  in  Pomona,        California",0,/players/b/ballagr01.html,Pomona,California,Garey ,Forward
2.4,-,0.3,20.2,-,0.3,Small Forward,Right,,"New Castle  in  New Castle,        Pennsylvania",0,/players/b/baltihe01.html,New Castle,Pennsylvania,New Castle ,Forward
6.2,5.0,0.8,48.1,14.9,1.7,Center,Right,"Orlando Magic, 1st round (6th pick, 6th overall), 2018 NBA Draft","Westtown School  in  West Chester,        Pennsylvania",0,/players/b/bambamo01.html,West Chester,Pennsylvania,Westtown School ,Center
11.3,5.8,2.9,53.9,15.1,31.2,Small Forward,Right,"San Antonio Spurs, 2nd round (5th pick, 28th overall), 1981 NBA Draft","West Philadelphia  in  Philadelphia,        Pennsylvania",0,/players/b/banksge01.html,Philadelphia,Pennsylvania,West Philadelphia ,Forward
5.9,1.5,2.1,43.2,12.2,6.6,Point Guard,Right,"Memphis Grizzlies, 1st round (13th pick, 13th overall), 2003 NBA Draft","Cimarron Memorial  in  Las Vegas,        Nevada",0,/players/b/banksma01.html,Las Vegas,Nevada,Cimarron Memorial ,Guard
2.6,3.1,0.5,50.0,6.4,0.2,Center,Right,"New York Knicks, 9th round (17th pick, 153rd overall), 1970 NBA Draft",,0,/players/b/bankswa01.html,,,,Center
5.9,3.5,0.4,48.8,8.9,0.6,Power Forward,Right,"New York Knicks, 7th round (17th pick, 156th overall), 1984 NBA Draft","Southwestern  in  Baltimore,        Maryland",0,/players/b/bannike01.html,Baltimore,Maryland,Southwestern ,Forward
12.1,6.4,2.3,46.8,14.3,34.8,Power Forward,Right,"Phoenix Suns, 1st round (8th pick, 8th overall), 1973 NBA Draft","Roman Catholic  in  Philadelphia,        Pennsylvania",0,/players/b/bantomi01.html,Philadelphia,Pennsylvania,Roman Catholic ,Forward
1.4,1.2,0.0,25.0,4.2,0.0,Small Forward,Right,"Minneapolis Lakers, 1956 NBA Draft","Pruitt  in  Atlanta,        Texas",0,/players/b/barbejo01.html,Atlanta,Texas,Pruitt ,Forward
10.6,2.0,2.1,45.9,15.1,37.4,Point Guard,Right,"San Antonio Spurs, 1st round (28th pick, 28th overall), 2003 NBA Draft",,0,/players/b/barbole01.html,,,,Guard
2.2,1.8,1.3,32.9,8.1,-0.1,Shooting Guard,Right,"Atlanta Hawks, 2nd round (14th pick, 41st overall), 1990 NBA Draft","Carbondale  in  Carbondale,        Illinois",0,/players/b/bardost01.html,Carbondale,Illinois,Carbondale ,Guard
9.0,2.1,3.9,42.4,14.5,23.1,Point Guard,Right,,"Miami Christian School  in  Miami,        Florida",0,/players/b/bareajo01.html,Miami,Florida,Miami Christian School ,Guard
14.3,4.6,1.2,43.9,14.4,18.9,Center,Right,"Toronto Raptors, 1st round (1st pick, 1st overall), 2006 NBA Draft",,0,/players/b/bargnan01.html,,,,Center
3.7,1.8,2.0,31.6,10.8,2.0,Shooting Guard,Right,"Washington Capitols, 5th round, 1949 BAA Draft","Yorktown  in  Yorktown,        Indiana",0,/players/b/barkecl01.html,Yorktown,Indiana,Yorktown ,Guard
6.5,5.3,0.8,42.2,10.9,1.3,Center,Right,"Atlanta Hawks, 4th round (2nd pick, 53rd overall), 1976 NBA Draft","Welasco  in  Harlingen,        Texas",0,/players/b/barketo01.html,Harlingen,Texas,Welasco ,Center
22.1,11.7,3.9,54.1,24.6,177.2,Small Forward,Right,"Philadelphia 76ers, 1st round (5th pick, 5th overall), 1984 NBA Draft","Leeds  in  Leeds,        Alabama",1,/players/b/barklch01.html,Leeds,Alabama,Leeds ,Forward
2.9,0.8,1.5,35.6,9.9,0.2,Point Guard,Right,"Portland Trail Blazers, 1st round (28th pick, 28th overall), 2000 NBA Draft","Maine Central Institute  in  Pittsfield,        Maine",0,/players/b/barkler01.html,Pittsfield,Maine,Maine Central Institute ,Guard
11.0,8.0,2.1,37.0,15.4,9.1,Small Forward,Right,,"Berkeley  in  Berkeley,        California",0,/players/b/barksdo01.html,Berkeley,California,Berkeley ,Forward
13.6,4.9,1.5,44.6,13.3,29.7,Small Forward,Right,"Golden State Warriors, 1st round (7th pick, 7th overall), 2012 NBA Draft","Ames  in  Ames,        Iowa",0,/players/b/barneha02.html,Ames,Iowa,Ames ,Forward
2.0,1.2,0.2,28.1,2.4,-0.4,Small Forward,Right,"San Diego Rockets, 4th round (1st pick, 37th overall), 1968 NBA Draft",,0,/players/b/barneha01.html,,,,Forward
8.8,6.5,0.8,42.9,12.5,14.2,Center,Right,"New York Knicks, 1st round (1st pick, 1st overall), 1964 NBA Draft","Stillwater  in  Stillwater,        Oklahoma",0,/players/b/barneji01.html,Stillwater,Oklahoma,Stillwater ,Center
16.0,9.1,2.1,48.1,18.1,20.6,Power Forward,Right,"Philadelphia 76ers, 1st round (2nd pick, 2nd overall), 1974 NBA Draft","Central  in  Providence,        Rhode Island",0,/players/b/barnema01.html,Providence,Rhode Island,Central ,Forward
8.2,4.6,1.8,43.6,12.7,42.8,Small Forward,Right,"Memphis Grizzlies, 2nd round (17th pick, 46th overall), 2002 NBA Draft","Del Campo  in  Sacramento,        California",0,/players/b/barnema02.html,Sacramento,California,Del Campo ,Forward
15.8,2.9,2.8,45.6,14.7,68.7,Shooting Guard,Left,"Syracuse Nationals, 1st round (4th pick, 4th overall), 1959 NBA Draft","Roosevelt  in  Gary,        Indiana",0,/players/b/barnedi01.html,Gary,Indiana,Roosevelt ,Guard
11.7,3.1,3.0,43.5,14.6,33.2,Shooting Guard,Right,"Boston Celtics, 1st round (8th pick, 8th overall), 1966 NBA Draft","Ramona  in  Riverside,        California",0,/players/b/barneji02.html,Riverside,California,Ramona ,Guard
